"","probeset_id","logFC","AveExpr","t","P.Value","adj.P.Val","B","transcript_cluster_id","seqname","strand","start","stop","total_probes","gene_assignment","mrna_assignment","swissprot","unigene","GO_biological_process","GO_cellular_component","GO_molecular_function","pathway","protein_domains","crosshyb_type","category"
"31373","17468573",1.60683441182767,6.50989509540607,6.92475718617765,0.000425137089380344,0.549290405013448,-0.4652409348602,17468573,"chr6","-","87133853","87335775","36","NM_054041.2 // Antxr1 // Mus musculus anthrax toxin receptor 1 (Antxr1), mRNA. // --- // --- /// ENSMUST00000042025 // Antxr1 // anthrax toxin receptor 1 [Source:MGI Symbol;Acc:MGI:1916788] // --- // --- /// ENSMUST00000113646 // Antxr1 // anthrax toxin receptor 1 [Source:MGI Symbol;Acc:MGI:1916788] // --- // ---","NM_054041.2 // blat // Mus musculus anthrax toxin receptor 1 (Antxr1), mRNA. // chr6 // --- // --- // --- // --- // --- /// ENSMUST00000042025 // ensGene // anthrax toxin receptor 1 [Source:MGI Symbol;Acc:MGI:1916788] // chr6 // --- // --- // --- // --- // --- /// ENSMUST00000113646 // ensGene // anthrax toxin receptor 1 [Source:MGI Symbol;Acc:MGI:1916788] // chr6 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"10288","17261865",-1.90890444194437,8.21502070938257,-6.85842826574352,0.000448120755957932,0.5614409895479,-0.49022391737433,17261865,"chr11","-","40748552","40755311","22","NM_009831.2 // Ccng1 // Mus musculus cyclin G1 (Ccng1), mRNA. // --- // --- /// ENSMUST00000020576 // Ccng1 // cyclin G1 [Source:MGI Symbol;Acc:MGI:102890] // --- // --- /// ENSMUST00000151359 // Ccng1 // cyclin G1 [Source:MGI Symbol;Acc:MGI:102890] // --- // ---","NM_009831.2 // blat // Mus musculus cyclin G1 (Ccng1), mRNA. // chr11 // --- // --- // --- // --- // --- /// ENSMUST00000020576 // ensGene // cyclin G1 [Source:MGI Symbol;Acc:MGI:102890] // chr11 // --- // --- // --- // --- // --- /// ENSMUST00000151359 // ensGene // cyclin G1 [Source:MGI Symbol;Acc:MGI:102890] // chr11 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"25851","17413061",1.35923311612118,5.59584228375749,6.66734338839826,0.000522723513420473,0.600333435065819,-0.56468780195422,17413061,"chr4","+","42206998","42242078","12","ENSMUST00000169242 // Gm17167 // predicted gene 17167 [Source:MGI Symbol;Acc:MGI:4937994] // --- // --- /// XR_140640.1 // LOC100862170 // PREDICTED: Mus musculus uncharacterized LOC100862170 (LOC100862170), miscRNA. // --- // --- /// XR_140641.1 // LOC100862228 // PREDICTED: Mus musculus uncharacterized LOC100862228 (LOC100862228), miscRNA. // --- // --- /// XR_140642.1 // LOC100862237 // PREDICTED: Mus musculus uncharacterized LOC100862237 (LOC100862237), miscRNA. // --- // ---","ENSMUST00000169242 // ensGene // predicted gene 17167 [Source:MGI Symbol;Acc:MGI:4937994] // chr4 // --- // --- // --- // --- // --- /// XR_140640.1 // blat // PREDICTED: Mus musculus uncharacterized LOC100862170 (LOC100862170), miscRNA. // chr4 // --- // --- // --- // --- // --- /// XR_140641.1 // blat // PREDICTED: Mus musculus uncharacterized LOC100862228 (LOC100862228), miscRNA. // chr4 // --- // --- // --- // --- // --- /// XR_140642.1 // blat // PREDICTED: Mus musculus uncharacterized LOC100862237 (LOC100862237), miscRNA. // chr4 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"13375","17290910",-1.53490626759283,6.05025347427914,-6.43849716540715,0.000631522570273089,0.653855414126181,-0.658972958318802,17290910,"chr13","-","21192107","21192863","21","XR_141693.1 // LOC100862095 // PREDICTED: Mus musculus uncharacterized LOC100862095 (LOC100862095), miscRNA. // --- // --- /// XR_141147.1 // LOC100862095 // PREDICTED: Mus musculus uncharacterized LOC100862095 (LOC100862095), miscRNA. // --- // ---","XR_141693.1 // blat // PREDICTED: Mus musculus uncharacterized LOC100862095 (LOC100862095), miscRNA. // chr13 // --- // --- // --- // --- // --- /// XR_141147.1 // blat // PREDICTED: Mus musculus uncharacterized LOC100862095 (LOC100862095), miscRNA. // chr13 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"39992","17547965",-1.04732425525939,6.29559208090627,-6.3600027646337,0.000674652618277631,0.653855414126181,-0.692658366687127,17547965,"chr16","+","93607837","93610505","8","NM_007620.2 // Cbr1 // Mus musculus carbonyl reductase 1 (Cbr1), mRNA. // --- // --- /// XM_359206.5 // LOC386400 // PREDICTED: Mus musculus carbonyl reductase [NADPH] 1-like (LOC386400), mRNA. // --- // ---","NM_007620.2 // blat // Mus musculus carbonyl reductase 1 (Cbr1), mRNA. // chr16 // --- // --- // --- // --- // --- /// XM_359206.5 // blat // PREDICTED: Mus musculus carbonyl reductase [NADPH] 1-like (LOC386400), mRNA. // chr16 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"34409","17496947",1.98169782150083,5.88498941711519,6.28132484828234,0.000721298175125538,0.653855414126181,-0.727138450147542,17496947,"chr7","-","130162451","130266808","20","NM_010207.2 // Fgfr2 // Mus musculus fibroblast growth factor receptor 2 (Fgfr2), transcript variant 1, mRNA. // --- // --- /// NM_201601.2 // Fgfr2 // Mus musculus fibroblast growth factor receptor 2 (Fgfr2), transcript variant 2, mRNA. // --- // --- /// ENSMUST00000106209 // Fgfr2 // fibroblast growth factor receptor 2 [Source:MGI Symbol;Acc:MGI:95523] // --- // --- /// ENSMUST00000117872 // Fgfr2 // fibroblast growth factor receptor 2 [Source:MGI Symbol;Acc:MGI:95523] // --- // --- /// ENSMUST00000120187 // Fgfr2 // fibroblast growth factor receptor 2 [Source:MGI Symbol;Acc:MGI:95523] // --- // --- /// ENSMUST00000122054 // Fgfr2 // fibroblast growth factor receptor 2 [Source:MGI Symbol;Acc:MGI:95523] // --- // --- /// ENSMUST00000124096 // Fgfr2 // fibroblast growth factor receptor 2 [Source:MGI Symbol;Acc:MGI:95523] // --- // --- /// ENSMUST00000106208 // Fgfr2 // fibroblast growth factor receptor 2 [Source:MGI Symbol;Acc:MGI:95523] // --- // --- /// ENSMUST00000117073 // Fgfr2 // fibroblast growth factor receptor 2 [Source:MGI Symbol;Acc:MGI:95523] // --- // --- /// ENSMUST00000117089 // Fgfr2 // fibroblast growth factor receptor 2 [Source:MGI Symbol;Acc:MGI:95523] // --- // --- /// ENSMUST00000117357 // Fgfr2 // fibroblast growth factor receptor 2 [Source:MGI Symbol;Acc:MGI:95523] // --- // --- /// ENSMUST00000117691 // Fgfr2 // fibroblast growth factor receptor 2 [Source:MGI Symbol;Acc:MGI:95523] // --- // --- /// ENSMUST00000117754 // Fgfr2 // fibroblast growth factor receptor 2 [Source:MGI Symbol;Acc:MGI:95523] // --- // --- /// ENSMUST00000117858 // Fgfr2 // fibroblast growth factor receptor 2 [Source:MGI Symbol;Acc:MGI:95523] // --- // --- /// ENSMUST00000118296 // Fgfr2 // fibroblast growth factor receptor 2 [Source:MGI Symbol;Acc:MGI:95523] // --- // --- /// ENSMUST00000119260 // Fgfr2 // fibroblast growth factor receptor 2 [Source:MGI Symbol;Acc:MGI:95523] // --- // --- /// ENSMUST00000120141 // Fgfr2 // fibroblast growth factor receptor 2 [Source:MGI Symbol;Acc:MGI:95523] // --- // --- /// ENSMUST00000120715 // Fgfr2 // fibroblast growth factor receptor 2 [Source:MGI Symbol;Acc:MGI:95523] // --- // --- /// ENSMUST00000121064 // Fgfr2 // fibroblast growth factor receptor 2 [Source:MGI Symbol;Acc:MGI:95523] // --- // --- /// ENSMUST00000121080 // Fgfr2 // fibroblast growth factor receptor 2 [Source:MGI Symbol;Acc:MGI:95523] // --- // --- /// ENSMUST00000122448 // Fgfr2 // fibroblast growth factor receptor 2 [Source:MGI Symbol;Acc:MGI:95523] // --- // --- /// ENSMUST00000068807 // Fgfr2 // fibroblast growth factor receptor 2 [Source:MGI Symbol;Acc:MGI:95523] // --- // ---","NM_010207.2 // blat // Mus musculus fibroblast growth factor receptor 2 (Fgfr2), transcript variant 1, mRNA. // chr7 // --- // --- // --- // --- // --- /// NM_201601.2 // blat // Mus musculus fibroblast growth factor receptor 2 (Fgfr2), transcript variant 2, mRNA. // chr7 // --- // --- // --- // --- // --- /// ENSMUST00000106209 // ensGene // fibroblast growth factor receptor 2 [Source:MGI Symbol;Acc:MGI:95523] // chr7 // --- // --- // --- // --- // --- /// ENSMUST00000117872 // ensGene // fibroblast growth factor receptor 2 [Source:MGI Symbol;Acc:MGI:95523] // chr7 // --- // --- // --- // --- // --- /// ENSMUST00000120187 // ensGene // fibroblast growth factor receptor 2 [Source:MGI Symbol;Acc:MGI:95523] // chr7 // --- // --- // --- // --- // --- /// ENSMUST00000122054 // ensGene // fibroblast growth factor receptor 2 [Source:MGI Symbol;Acc:MGI:95523] // chr7 // --- // --- // --- // --- // --- /// ENSMUST00000124096 // ensGene // fibroblast growth factor receptor 2 [Source:MGI Symbol;Acc:MGI:95523] // chr7 // --- // --- // --- // --- // --- /// ENSMUST00000106208 // ensGene // fibroblast growth factor receptor 2 [Source:MGI Symbol;Acc:MGI:95523] // chr7 // --- // --- // --- // --- // --- /// ENSMUST00000117073 // ensGene // fibroblast growth factor receptor 2 [Source:MGI Symbol;Acc:MGI:95523] // chr7 // --- // --- // --- // --- // --- /// ENSMUST00000117089 // ensGene // fibroblast growth factor receptor 2 [Source:MGI Symbol;Acc:MGI:95523] // chr7 // --- // --- // --- // --- // --- /// ENSMUST00000117357 // ensGene // fibroblast growth factor receptor 2 [Source:MGI Symbol;Acc:MGI:95523] // chr7 // --- // --- // --- // --- // --- /// ENSMUST00000117691 // ensGene // fibroblast growth factor receptor 2 [Source:MGI Symbol;Acc:MGI:95523] // chr7 // --- // --- // --- // --- // --- /// ENSMUST00000117754 // ensGene // fibroblast growth factor receptor 2 [Source:MGI Symbol;Acc:MGI:95523] // chr7 // --- // --- // --- // --- // --- /// ENSMUST00000117858 // ensGene // fibroblast growth factor receptor 2 [Source:MGI Symbol;Acc:MGI:95523] // chr7 // --- // --- // --- // --- // --- /// ENSMUST00000118296 // ensGene // fibroblast growth factor receptor 2 [Source:MGI Symbol;Acc:MGI:95523] // chr7 // --- // --- // --- // --- // --- /// ENSMUST00000119260 // ensGene // fibroblast growth factor receptor 2 [Source:MGI Symbol;Acc:MGI:95523] // chr7 // --- // --- // --- // --- // --- /// ENSMUST00000120141 // ensGene // fibroblast growth factor receptor 2 [Source:MGI Symbol;Acc:MGI:95523] // chr7 // --- // --- // --- // --- // --- /// ENSMUST00000120715 // ensGene // fibroblast growth factor receptor 2 [Source:MGI Symbol;Acc:MGI:95523] // chr7 // --- // --- // --- // --- // --- /// ENSMUST00000121064 // ensGene // fibroblast growth factor receptor 2 [Source:MGI Symbol;Acc:MGI:95523] // chr7 // --- // --- // --- // --- // --- /// ENSMUST00000121080 // ensGene // fibroblast growth factor receptor 2 [Source:MGI Symbol;Acc:MGI:95523] // chr7 // --- // --- // --- // --- // --- /// ENSMUST00000122448 // ensGene // fibroblast growth factor receptor 2 [Source:MGI Symbol;Acc:MGI:95523] // chr7 // --- // --- // --- // --- // --- /// ENSMUST00000068807 // ensGene // fibroblast growth factor receptor 2 [Source:MGI Symbol;Acc:MGI:95523] // chr7 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"18421","17339497",-2.96604964656183,5.04856068160373,-6.2670815769946,0.000730131270689371,0.653855414126181,-0.733458369258756,17339497,"chr17","+","71631279","71631365","19","NR_028556.2 // Snord92 // Mus musculus small nucleolar RNA, C/D box 92 (Snord92), small nucleolar RNA. // --- // --- /// ENSMUST00000175548 // Snord92 // small nucleolar RNA, C/D box 92 [Source:MGI Symbol;Acc:MGI:3819565] // --- // ---","NR_028556.2 // blat // Mus musculus small nucleolar RNA, C/D box 92 (Snord92), small nucleolar RNA. // chr17 // --- // --- // --- // --- // --- /// ENSMUST00000175548 // ensGene // small nucleolar RNA, C/D box 92 [Source:MGI Symbol;Acc:MGI:3819565] // chr17 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"30981","17465497",-0.824569680570345,5.49322078443551,-6.19945484101591,0.000773794675884239,0.653855414126181,-0.763796141294348,17465497,"chr6","-","30366380","30391028","24","NM_172735.2 // Zc3hc1 // Mus musculus zinc finger, C3HC type 1 (Zc3hc1), mRNA. // --- // --- /// ENSMUST00000080812 // Zc3hc1 // zinc finger, C3HC type 1 [Source:MGI Symbol;Acc:MGI:1916023] // --- // --- /// ENSMUST00000102992 // Zc3hc1 // zinc finger, C3HC type 1 [Source:MGI Symbol;Acc:MGI:1916023] // --- // --- /// ENSMUST00000115184 // Zc3hc1 // zinc finger, C3HC type 1 [Source:MGI Symbol;Acc:MGI:1916023] // --- // --- /// ENSMUST00000152391 // Zc3hc1 // zinc finger, C3HC type 1 [Source:MGI Symbol;Acc:MGI:1916023] // --- // --- /// ENSMUST00000126945 // Zc3hc1 // zinc finger, C3HC type 1 [Source:MGI Symbol;Acc:MGI:1916023] // --- // ---","NM_172735.2 // blat // Mus musculus zinc finger, C3HC type 1 (Zc3hc1), mRNA. // chr6 // --- // --- // --- // --- // --- /// ENSMUST00000080812 // ensGene // zinc finger, C3HC type 1 [Source:MGI Symbol;Acc:MGI:1916023] // chr6 // --- // --- // --- // --- // --- /// ENSMUST00000102992 // ensGene // zinc finger, C3HC type 1 [Source:MGI Symbol;Acc:MGI:1916023] // chr6 // --- // --- // --- // --- // --- /// ENSMUST00000115184 // ensGene // zinc finger, C3HC type 1 [Source:MGI Symbol;Acc:MGI:1916023] // chr6 // --- // --- // --- // --- // --- /// ENSMUST00000152391 // ensGene // zinc finger, C3HC type 1 [Source:MGI Symbol;Acc:MGI:1916023] // chr6 // --- // --- // --- // --- // --- /// ENSMUST00000126945 // ensGene // zinc finger, C3HC type 1 [Source:MGI Symbol;Acc:MGI:1916023] // chr6 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"26545","17420108",1.8500432892889,4.55662894100882,6.12028467109664,0.000828751775765492,0.653855414126181,-0.800017844658616,17420108,"chr4","+","136348550","136350334","20","ENSMUST00000140052 // 9130020K20Rik // RIKEN cDNA 9130020K20 gene [Source:MGI Symbol;Acc:MGI:1918848] // --- // ---","ENSMUST00000140052 // ensGene // RIKEN cDNA 9130020K20 gene [Source:MGI Symbol;Acc:MGI:1918848] // chr4 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"12167","17280923",0.83150878817658,4.02676941285914,6.11548008235028,0.000832227897400082,0.653855414126181,-0.802240873293265,17280923,"chr12","-","48554182","48559971","10","ENSMUST00000169406 // Gm1818 // predicted gene 1818 [Source:MGI Symbol;Acc:MGI:3037676] // --- // ---","ENSMUST00000169406 // ensGene // predicted gene 1818 [Source:MGI Symbol;Acc:MGI:3037676] // chr12 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","3","main"
"11485","17274703",-1.17788064759574,6.53142419912238,-6.11140808707931,0.000835187030015534,0.653855414126181,-0.804127183946914,17274703,"chr12","+","29938036","30017658","21","NM_181395.2 // Pxdn // Mus musculus peroxidasin homolog (Drosophila) (Pxdn), mRNA. // --- // --- /// ENSMUST00000021008 // Pxdn // peroxidasin homolog (Drosophila) [Source:MGI Symbol;Acc:MGI:1916925] // --- // --- /// ENSMUST00000118321 // Pxdn // peroxidasin homolog (Drosophila) [Source:MGI Symbol;Acc:MGI:1916925] // --- // --- /// ENSMUST00000122328 // Pxdn // peroxidasin homolog (Drosophila) [Source:MGI Symbol;Acc:MGI:1916925] // --- // --- /// ENSMUST00000155190 // Pxdn // peroxidasin homolog (Drosophila) [Source:MGI Symbol;Acc:MGI:1916925] // --- // ---","NM_181395.2 // blat // Mus musculus peroxidasin homolog (Drosophila) (Pxdn), mRNA. // chr12 // --- // --- // --- // --- // --- /// ENSMUST00000021008 // ensGene // peroxidasin homolog (Drosophila) [Source:MGI Symbol;Acc:MGI:1916925] // chr12 // --- // --- // --- // --- // --- /// ENSMUST00000118321 // ensGene // peroxidasin homolog (Drosophila) [Source:MGI Symbol;Acc:MGI:1916925] // chr12 // --- // --- // --- // --- // --- /// ENSMUST00000122328 // ensGene // peroxidasin homolog (Drosophila) [Source:MGI Symbol;Acc:MGI:1916925] // chr12 // --- // --- // --- // --- // --- /// ENSMUST00000155190 // ensGene // peroxidasin homolog (Drosophila) [Source:MGI Symbol;Acc:MGI:1916925] // chr12 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"25068","17405458",-1.44704058781439,7.98446957706857,-6.10334639731719,0.000841081006068818,0.653855414126181,-0.807867764708496,17405458,"chr3","-","59096448","59101821","20","NM_173398.3 // Gpr171 // Mus musculus G protein-coupled receptor 171 (Gpr171), mRNA. // --- // --- /// ENSMUST00000085040 // Gpr171 // G protein-coupled receptor 171 [Source:MGI Symbol;Acc:MGI:2442043] // --- // ---","NM_173398.3 // blat // Mus musculus G protein-coupled receptor 171 (Gpr171), mRNA. // chr3 // --- // --- // --- // --- // --- /// ENSMUST00000085040 // ensGene // G protein-coupled receptor 171 [Source:MGI Symbol;Acc:MGI:2442043] // chr3 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"39864","17547690",1.89235459789103,4.25796821971573,6.08029743913589,0.000858196122714677,0.653855414126181,-0.818607109638933,17547690,"chr12","-","24713634","24714097","22","XR_141115.1 // LOC100861907 // PREDICTED: Mus musculus uncharacterized LOC100861907 (LOC100861907), miscRNA. // --- // ---","XR_141115.1 // blat // PREDICTED: Mus musculus uncharacterized LOC100861907 (LOC100861907), miscRNA. // chr12 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"20458","17359020",1.22157413278695,4.48988891478171,6.07530654489809,0.000861954317029222,0.653855414126181,-0.820941311946971,17359020,"chr19","+","37376403","37421859","36","NM_010615.1 // Kif11 // Mus musculus kinesin family member 11 (Kif11), mRNA. // --- // --- /// ENSMUST00000012587 // Kif11 // kinesin family member 11 [Source:MGI Symbol;Acc:MGI:1098231] // --- // ---","NM_010615.1 // blat // Mus musculus kinesin family member 11 (Kif11), mRNA. // chr19 // --- // --- // --- // --- // --- /// ENSMUST00000012587 // ensGene // kinesin family member 11 [Source:MGI Symbol;Acc:MGI:1098231] // chr19 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"6992","17229187",-1.32235937075582,5.70410847792756,-5.94611033864356,0.00096609997663198,0.653855414126181,-0.882467324490891,17229187,"chr1","-","164931644","164935527","23","NM_008510.1 // Xcl1 // Mus musculus chemokine (C motif) ligand 1 (Xcl1), mRNA. // --- // --- /// ENSMUST00000027860 // Xcl1 // chemokine (C motif) ligand 1 [Source:MGI Symbol;Acc:MGI:104593] // --- // ---","NM_008510.1 // blat // Mus musculus chemokine (C motif) ligand 1 (Xcl1), mRNA. // chr1 // --- // --- // --- // --- // --- /// ENSMUST00000027860 // ensGene // chemokine (C motif) ligand 1 [Source:MGI Symbol;Acc:MGI:104593] // chr1 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"10155","17260474",1.53323144691941,7.56115918202101,5.94265711797147,0.000969074488372792,0.653855414126181,-0.884141318016425,17260474,"chr11","-","7206086","7213923","22","NM_008343.2 // Igfbp3 // Mus musculus insulin-like growth factor binding protein 3 (Igfbp3), mRNA. // --- // --- /// ENSMUST00000020702 // Igfbp3 // insulin-like growth factor binding protein 3 [Source:MGI Symbol;Acc:MGI:96438] // --- // --- /// ENSMUST00000135887 // Igfbp3 // insulin-like growth factor binding protein 3 [Source:MGI Symbol;Acc:MGI:96438] // --- // ---","NM_008343.2 // blat // Mus musculus insulin-like growth factor binding protein 3 (Igfbp3), mRNA. // chr11 // --- // --- // --- // --- // --- /// ENSMUST00000020702 // ensGene // insulin-like growth factor binding protein 3 [Source:MGI Symbol;Acc:MGI:96438] // chr11 // --- // --- // --- // --- // --- /// ENSMUST00000135887 // ensGene // insulin-like growth factor binding protein 3 [Source:MGI Symbol;Acc:MGI:96438] // chr11 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"36151","17514515",0.747790523822705,3.66724755372556,5.93072823926477,0.000979430390938935,0.653855414126181,-0.889935972768196,17514515,"chr9","+","7445822","7455975","23","NM_010809.1 // Mmp3 // Mus musculus matrix metallopeptidase 3 (Mmp3), mRNA. // --- // --- /// ENSMUST00000034497 // Mmp3 // matrix metallopeptidase 3 [Source:MGI Symbol;Acc:MGI:97010] // --- // ---","NM_010809.1 // blat // Mus musculus matrix metallopeptidase 3 (Mmp3), mRNA. // chr9 // --- // --- // --- // --- // --- /// ENSMUST00000034497 // ensGene // matrix metallopeptidase 3 [Source:MGI Symbol;Acc:MGI:97010] // chr9 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"10008","17258867",0.946220516557943,4.15607732482882,5.91928293251616,0.000989485326580324,0.653855414126181,-0.895513228754754,17258867,"chr11","+","117849237","117855755","21","NM_009689.2 // Birc5 // Mus musculus baculoviral IAP repeat-containing 5 (Birc5), transcript variant 1, mRNA. // --- // --- /// NM_001012273.1 // Birc5 // Mus musculus baculoviral IAP repeat-containing 5 (Birc5), transcript variant 3, mRNA. // --- // --- /// ENSMUST00000081387 // Birc5 // baculoviral IAP repeat-containing 5 [Source:MGI Symbol;Acc:MGI:1203517] // --- // --- /// ENSMUST00000093906 // Birc5 // baculoviral IAP repeat-containing 5 [Source:MGI Symbol;Acc:MGI:1203517] // --- // --- /// ENSMUST00000106322 // Birc5 // baculoviral IAP repeat-containing 5 [Source:MGI Symbol;Acc:MGI:1203517] // --- // ---","NM_009689.2 // blat // Mus musculus baculoviral IAP repeat-containing 5 (Birc5), transcript variant 1, mRNA. // chr11 // --- // --- // --- // --- // --- /// NM_001012273.1 // blat // Mus musculus baculoviral IAP repeat-containing 5 (Birc5), transcript variant 3, mRNA. // chr11 // --- // --- // --- // --- // --- /// ENSMUST00000081387 // ensGene // baculoviral IAP repeat-containing 5 [Source:MGI Symbol;Acc:MGI:1203517] // chr11 // --- // --- // --- // --- // --- /// ENSMUST00000093906 // ensGene // baculoviral IAP repeat-containing 5 [Source:MGI Symbol;Acc:MGI:1203517] // chr11 // --- // --- // --- // --- // --- /// ENSMUST00000106322 // ensGene // baculoviral IAP repeat-containing 5 [Source:MGI Symbol;Acc:MGI:1203517] // chr11 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"8347","17241692",1.26782413940889,4.65723925327684,5.90996680737007,0.000997756722851966,0.653855414126181,-0.900065636489652,17241692,"chr10","-","69336635","69352938","19","NM_007659.3 // Cdk1 // Mus musculus cyclin-dependent kinase 1 (Cdk1), mRNA. // --- // --- /// ENSMUST00000020099 // Cdk1 // cyclin-dependent kinase 1 [Source:MGI Symbol;Acc:MGI:88351] // --- // --- /// ENSMUST00000119827 // Cdk1 // cyclin-dependent kinase 1 [Source:MGI Symbol;Acc:MGI:88351] // --- // --- /// ENSMUST00000152448 // Cdk1 // cyclin-dependent kinase 1 [Source:MGI Symbol;Acc:MGI:88351] // --- // ---","NM_007659.3 // blat // Mus musculus cyclin-dependent kinase 1 (Cdk1), mRNA. // chr10 // --- // --- // --- // --- // --- /// ENSMUST00000020099 // ensGene // cyclin-dependent kinase 1 [Source:MGI Symbol;Acc:MGI:88351] // chr10 // --- // --- // --- // --- // --- /// ENSMUST00000119827 // ensGene // cyclin-dependent kinase 1 [Source:MGI Symbol;Acc:MGI:88351] // chr10 // --- // --- // --- // --- // --- /// ENSMUST00000152448 // ensGene // cyclin-dependent kinase 1 [Source:MGI Symbol;Acc:MGI:88351] // chr10 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
